City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,ust-nera,64.5667,143.2,-6.58,85,83,2.56,RU,1681518608
355,tezu,27.9167,96.1667,27.84,36,85,0.79,IN,1681518608
356,ambon,-3.6954,128.1814,27.08,83,40,2.57,ID,1681518608
357,kirakira,-10.4544,161.9205,28.28,79,100,13.61,SB,1681518608
358,affery,6.315,-3.9603,24.99,88,100,1.55,CI,1681518609
359,cherskiy,68.75,161.3,-6.61,72,42,6.95,RU,1681518609
360,gravdal,68.1214,13.5031,3.21,69,22,3.2,NO,1681518609
361,nachalovo,46.338,48.2013,7.96,100,100,10.0,RU,1681518609
362,kvitok,56.0724,98.4813,-6.21,81,100,4.88,RU,1681518610
363,ashland,40.8167,-82.2665,21.3,44,99,1.32,US,1681518610
364,am timan,11.0297,20.2827,31.75,28,70,2.2,TD,1681518610
365,montevideo,-34.8335,-56.1674,15.84,61,20,3.13,UY,1681518506
366,hofn,64.2539,-15.2082,1.08,81,79,4.17,IS,1681518614
367,kysyl-syr,63.8986,122.7617,-3.13,93,78,3.22,RU,1681518617
368,puerto ayacucho,5.6639,-67.6236,28.55,67,100,3.65,VE,1681518618
369,margate,51.3813,1.3862,8.28,87,100,0.89,GB,1681518351
370,axim,4.8699,-2.2405,26.5,89,100,2.27,GH,1681518619
371,ostrovnoy,68.0531,39.5131,-1.39,69,6,6.3,RU,1681518622
372,caravelas,-17.7125,-39.2481,25.62,79,97,5.62,BR,1681518623
373,shizukuishi,39.6833,140.9833,12.43,55,100,2.77,JP,1681518623
374,majene,-3.5403,118.9707,28.22,74,99,2.33,ID,1681518623
375,sibolga,1.7427,98.7792,25.46,86,100,1.07,ID,1681518624
376,bodo,67.28,14.405,5.02,45,0,11.83,NO,1681518625
377,tilichiki,60.4667,166.1,-9.69,87,15,4.47,RU,1681518625
378,thunder bay,48.4001,-89.3168,10.99,62,20,3.09,CA,1681518626
379,wuwei,37.9281,102.6414,13.72,14,15,1.13,CN,1681518633
380,pangai,-19.8,-174.35,30.06,66,20,7.2,TO,1681518636
381,nelson,-41.2833,173.2833,16.53,55,52,0.52,NZ,1681518390
382,salalah,17.0151,54.0924,25.08,88,34,3.42,OM,1681518637
383,lorengau,-2.0226,147.2712,28.34,81,100,4.93,PG,1681518637
384,kwinana,-32.25,115.7667,14.89,80,99,1.44,AU,1681518637
385,haimen,23.1935,116.6142,26.94,60,0,5.32,CN,1681518637
386,teya,60.3778,92.6267,-16.64,92,92,2.55,RU,1681518638
387,kjollefjord,70.9457,27.3465,1.03,51,0,7.2,NO,1681518638
388,urucara,-2.5364,-57.76,24.48,96,100,0.46,BR,1681518638
389,ledyard,41.4398,-72.0142,21.1,63,0,2.06,US,1681518638
390,nolinsk,57.5596,49.9363,-3.93,66,0,4.93,RU,1681518638
391,khovu-aksy,51.1333,93.6,0.32,53,100,2.06,RU,1681518639
392,pimentel,-6.8367,-79.9342,27.16,74,0,6.17,PE,1681518639
393,hearst,49.6835,-83.6665,7.14,96,63,4.68,CA,1681518639
394,port hedland,-20.3167,118.5667,23.03,40,100,9.26,AU,1681518639
395,tatvan,38.5067,42.2817,2.74,91,84,2.02,TR,1681518639
396,manokwari,-0.8667,134.0833,28.13,69,100,1.92,ID,1681518402
397,dukat,62.55,155.55,-9.29,82,100,2.08,RU,1681518640
398,lolodorf,3.2333,10.7333,21.04,89,100,1.23,CM,1681518640
399,springbok,-29.6643,17.8865,14.27,23,0,5.98,ZA,1681518640
400,papara,-3.9839,-38.7273,26.22,94,100,1.25,BR,1681518640
401,xining,36.6167,101.7667,5.92,27,8,0.94,CN,1681518640
402,gat,31.61,34.7642,17.44,62,100,2.25,IL,1681518641
403,san cristobal,7.7669,-72.225,22.1,94,100,1.03,VE,1681518641
404,lawton,34.6087,-98.3903,26.95,54,0,9.26,US,1681518641
405,oranjemund,-28.55,16.4333,15.05,77,0,9.2,NA,1681518641
406,kill,52.1761,-7.335,6.52,85,100,2.36,IE,1681518641
407,monrovia,6.3005,-10.7969,27.32,87,92,3.08,LR,1681518634
408,doctor arroyo,23.6667,-100.1833,25.33,13,100,5.7,MX,1681518642
409,ibia,-19.4783,-46.5389,19.39,93,100,0.81,BR,1681518642
410,namatanai,-3.6667,152.4333,26.51,86,100,7.62,PG,1681518642
411,zuwarah,32.9312,12.082,14.73,55,90,3.4,LY,1681518642
412,mpulungu,-8.7623,31.1141,22.46,80,99,2.76,ZM,1681518642
413,erenhot,43.6475,111.9767,2.36,32,76,1.17,CN,1681518643
414,owando,-0.4819,15.8999,22.1,97,100,1.1,CG,1681518643
415,soeng sang,14.4264,102.4606,29.69,40,91,2.42,TH,1681518643
416,isahaya,32.8411,130.0431,16.63,93,75,4.63,JP,1681518643
417,loreto,22.2667,-101.9667,22.62,12,100,9.89,MX,1681518643
418,xingcheng,40.6167,120.7167,13.34,17,0,5.48,CN,1681518644
419,bikaner,28.0167,73.3,28.06,20,0,3.76,IN,1681518644
420,mandalgovi,45.7625,106.2708,2.46,27,100,4.95,MN,1681518644
421,buraydah,26.326,43.975,19.25,35,86,6.02,SA,1681518644
422,marathon,44.9,-89.7668,24.58,31,0,2.57,US,1681518644
423,igarka,67.4667,86.5833,-21.28,96,100,4.14,RU,1681518644
424,san nicolas,18.1725,120.5953,26.95,89,75,5.14,PH,1681518645
425,naze,28.3667,129.4833,21.51,91,62,6.61,JP,1681518645
426,meulaboh,4.1363,96.1285,24.85,91,100,1.5,ID,1681518645
427,latung,5.5,120.8833,28.06,69,42,1.01,PH,1681518645
428,vila velha,-20.3297,-40.2925,26.97,88,75,4.63,BR,1681518645
429,mandera,3.9366,41.867,29.05,45,75,4.65,KE,1681518646
430,englewood,39.6478,-104.9878,4.02,90,100,3.6,US,1681518512
431,fukue,32.6881,128.8419,16.2,100,75,4.12,JP,1681518646
432,nyurba,63.2842,118.3319,-0.8,88,23,3.59,RU,1681518646
433,cody,44.5263,-109.0565,2.45,74,100,3.6,US,1681518441
434,vila,42.0304,-8.1588,5.49,96,84,0.35,PT,1681518647
435,roebourne,-20.7833,117.1333,24.71,33,16,9.01,AU,1681518647
436,cabra,37.4725,-4.4421,12.15,71,41,1.46,ES,1681518647
437,cairns,-16.9167,145.7667,32.84,55,100,1.03,AU,1681518647
438,san martin,-33.081,-68.4681,14.3,62,74,0.98,AR,1681518384
439,moree,-29.4667,149.85,25.05,33,21,4.77,AU,1681518648
440,toora-khem,52.4675,96.11,-0.07,78,100,1.11,RU,1681518648
441,dauriya,49.9333,116.8667,4.66,48,100,1.41,RU,1681518648
442,ust-kuyga,70.0167,135.6,-5.02,74,49,1.63,RU,1681518648
443,ulaanbaatar,47.9077,106.8832,-4.93,63,20,0.0,MN,1681518648
444,airai,-8.9266,125.4092,21.04,70,100,0.88,TL,1681518649
445,neustrelitz,53.3667,13.0833,7.17,96,100,2.73,DE,1681518649
446,kaithal,29.8,76.3833,26.27,17,90,2.09,IN,1681518649
447,corinth,37.9407,22.9573,16.05,72,100,4.11,GR,1681518649
448,soyo,-6.1349,12.3689,27.62,81,40,1.33,AO,1681518649
449,sinnamary,5.3833,-52.95,26.65,84,100,6.0,GF,1681518650
450,manvi,15.9833,77.05,27.36,44,100,7.13,IN,1681518650
451,terme,41.2092,36.9739,8.96,69,1,2.13,TR,1681518650
452,marfino,55.7028,37.3822,1.16,29,0,7.0,RU,1681518650
453,manggar,-2.8833,108.2667,27.71,77,82,0.63,ID,1681518650
454,tahta,26.7693,31.5021,21.55,24,97,2.74,EG,1681518449
455,monopoli,40.9559,17.2896,10.99,61,10,4.01,IT,1681518651
456,yele,10.7323,13.5891,25.53,25,59,0.93,CM,1681518651
457,tumbes,-3.5667,-80.4414,26.97,83,75,1.54,PE,1681518651
458,altamira,-3.2033,-52.2064,23.91,95,99,0.87,BR,1681518651
459,tinaquillo,9.9186,-68.3047,29.04,90,35,2.27,VE,1681518651
460,at-bashi,41.1702,75.8106,6.65,46,44,0.94,KG,1681518651
461,broome,42.2506,-75.833,22.6,47,100,0.45,US,1681518651
462,harrison,30.4091,-89.0436,22.04,79,0,4.63,US,1681518652
463,sanmenxia,34.7747,111.1814,19.65,30,4,5.68,CN,1681518652
464,udachnyy,66.4167,112.4,-3.08,42,100,12.57,RU,1681518652
465,selcuk,37.9514,27.3685,14.93,80,100,2.53,TR,1681518652
466,sampit,-2.5333,112.95,27.74,77,95,1.6,ID,1681518652
467,nova serrana,-19.8761,-44.9836,20.34,91,100,0.06,BR,1681518653
468,tashara,55.5195,83.5094,-11.16,87,80,4.1,RU,1681518653
469,la ronge,55.1001,-105.2842,8.14,36,100,3.6,CA,1681518653
470,tulum,20.2167,-87.4667,26.28,82,10,3.14,MX,1681518510
471,hunchun,42.8675,130.3581,4.65,74,100,2.76,CN,1681518653
472,brae,60.3964,-1.353,7.09,85,6,7.65,GB,1681518653
473,buluang,13.3068,123.3425,29.9,66,6,1.84,PH,1681518654
474,hirara,24.8,125.2833,25.15,94,75,7.2,JP,1681518654
475,medzilaborce,49.2719,21.9007,8.97,93,100,4.47,SK,1681518654
476,lungesti,44.5667,24.1833,5.85,88,11,1.09,RO,1681518654
477,yuanping,38.7153,112.7575,14.79,20,80,7.05,CN,1681518654
478,guane,22.2025,-84.0875,24.5,77,100,1.91,CU,1681518654
479,miandrivazo,-19.5167,45.4667,22.35,95,6,0.75,MG,1681518655
480,madisonville,37.3281,-87.4989,21.04,60,0,2.68,US,1681518655
481,banes,20.9625,-75.7186,24.79,81,100,4.44,CU,1681518655
482,khandyga,62.6667,135.6,-1.27,92,100,0.26,RU,1681518655
483,baymak,52.5933,58.3225,-8.48,73,100,10.06,RU,1681518655
484,saint-raymond,45.467,-73.6095,16.19,37,20,5.14,CA,1681518655
485,katherine,-14.4667,132.2667,27.18,83,100,2.57,AU,1681518655
486,presidente epitacio,-21.7633,-52.1156,22.5,88,6,0.75,BR,1681518656
487,sorong,-0.8833,131.25,28.13,73,100,1.46,ID,1681518656
488,dalmatovo,56.26,62.9362,-7.74,45,0,3.45,RU,1681518656
489,tieling,42.2931,123.8414,12.92,18,0,3.69,CN,1681518656
490,grand gaube,-20.0064,57.6608,25.21,83,100,1.34,MU,1681518656
491,omboue,-1.5746,9.2618,22.1,99,100,2.68,GA,1681518657
492,carepa,7.7585,-76.6525,26.88,83,20,4.12,CO,1681518657
493,tazovskiy,67.4667,78.7,-25.16,100,100,3.5,RU,1681518657
494,pinas,-3.6667,-79.65,22.51,96,100,0.22,EC,1681518657
495,nelson bay,-32.7167,152.15,21.72,75,29,1.79,AU,1681518657
496,birao,10.2849,22.7882,28.21,20,100,2.72,CF,1681518658
497,bagdarin,54.4333,113.6,-2.85,61,100,2.13,RU,1681518658
498,vuktyl,63.8567,57.3094,-9.95,96,100,3.11,RU,1681518658
499,gaoyou,32.7858,119.4278,16.84,61,100,2.05,CN,1681518658
500,masvingo,-20.0637,30.8277,17.57,45,76,1.61,ZW,1681518658
501,muzhi,65.3667,64.6667,-5.53,78,100,7.56,RU,1681518659
502,flin flon,54.7682,-101.865,1.22,100,100,1.42,CA,1681518659
503,nogent-le-rotrou,48.3333,1.0,8.14,97,100,8.45,FR,1681518659
504,chabahar,25.2919,60.643,27.83,46,6,3.72,IR,1681518659
505,kumla,59.1277,15.1434,3.97,81,75,5.66,SE,1681518659
506,shingu,33.7333,135.9833,12.4,99,100,2.66,JP,1681518660
507,katsuura,35.1333,140.3,14.01,90,100,1.06,JP,1681518660
508,riviere-au-renard,48.9957,-64.3971,3.16,74,17,5.05,CA,1681518660
509,asifabad,19.3667,79.2833,30.98,30,99,4.59,IN,1681518660
510,maceio,-9.6658,-35.7353,24.69,88,0,2.57,BR,1681518531
511,labuan,5.2767,115.2417,28.2,83,20,1.03,MY,1681518660
512,bonavista,48.6499,-53.1147,0.75,86,100,10.59,CA,1681518661
513,tucuman,-26.8241,-65.2226,15.0,94,100,1.03,AR,1681518622
514,dana point,33.467,-117.6981,19.08,74,0,1.34,US,1681518657
515,shenjiamen,29.9576,122.298,15.18,89,70,7.08,CN,1681518661
516,bodden town,19.2833,-81.25,28.0,79,20,3.09,KY,1681518662
517,rolla,37.9514,-91.7713,25.08,40,0,4.63,US,1681518544
518,elizabeth city,36.2946,-76.2511,20.57,92,0,4.12,US,1681518662
519,egvekinot,66.3167,-179.1667,-14.58,77,6,0.15,RU,1681518663
520,santa isabel do rio negro,-0.4139,-65.0192,24.76,94,100,1.29,BR,1681518663
521,yaan,7.3833,8.5667,28.13,67,100,5.01,NG,1681518664
522,havelock,34.8791,-76.9013,21.99,91,0,2.06,US,1681518664
523,champasak,14.75,106.0,22.49,57,94,1.9,LA,1681518664
524,casablanca,33.5928,-7.6192,16.85,77,0,2.68,MA,1681518638
525,pasni,25.2631,63.471,25.68,87,6,3.01,PK,1681518665
526,trairi,-3.2778,-39.2689,22.94,98,100,2.21,BR,1681518629
527,kontagora,10.3999,5.4695,28.69,28,100,2.3,NG,1681518665
528,dothan,31.2232,-85.3905,23.11,60,20,3.6,US,1681518577
529,teguise,29.0605,-13.564,15.12,77,20,4.12,ES,1681518666
530,ratnagiri,16.9833,73.3,25.64,64,84,1.52,IN,1681518666
531,jonuta,18.0833,-92.1333,30.61,37,0,3.07,MX,1681518667
532,nome,64.5011,-165.4064,-10.47,62,0,3.6,US,1681518096
533,rock springs,41.5875,-109.2029,2.25,44,100,10.29,US,1681518667
534,bani,18.2833,-70.3333,27.14,77,11,3.47,DO,1681518667
535,wajir,1.7471,40.0573,26.42,70,97,5.47,KE,1681518667
536,astoria,46.1879,-123.8313,12.48,65,0,4.63,US,1681518668
537,makakilo city,21.3469,-158.0858,28.18,54,0,6.17,US,1681518668
538,sri aman,1.2376,111.4621,26.03,94,20,1.03,MY,1681518669
539,misratah,32.3754,15.0925,15.18,62,87,3.32,LY,1681518669
540,hvide sande,56.0045,8.1294,6.72,90,100,6.57,DK,1681518669
541,ubinskoye,55.3068,79.6802,-10.2,78,100,5.99,RU,1681518669
542,coquimbo,-29.9533,-71.3436,15.85,82,0,4.12,CL,1681518669
543,guiyang,26.5833,106.7167,14.27,94,100,3.0,CN,1681518623
544,kaiserslautern,49.45,7.75,4.7,91,0,0.45,DE,1681518670
545,abapo,-18.8333,-63.4667,14.49,93,100,0.8,BO,1681518670
546,tuatapere,-46.1333,167.6833,19.61,54,0,0.91,NZ,1681518671
547,bontang,0.1333,117.5,27.54,78,100,1.07,ID,1681518671
548,almaznyy,48.0448,40.045,2.34,97,100,3.91,RU,1681518671
549,shimoda,34.6667,138.95,14.2,92,100,5.19,JP,1681518671
550,darapidap,17.2131,120.4114,28.46,74,91,1.67,PH,1681518672
551,neuquen,-38.9516,-68.0591,11.94,82,0,1.03,AR,1681518637
552,grafton,42.207,-71.6856,22.36,53,100,2.45,US,1681518673
553,palmer,42.1584,-72.3287,25.75,40,75,3.09,US,1681518673
554,cabedelo,-6.9811,-34.8339,26.37,79,100,4.65,BR,1681518673
555,abha,18.2164,42.5053,14.14,63,0,0.0,SA,1681518673
556,bud,39.447,-86.1758,22.81,67,100,1.48,US,1681518673
557,havre,49.5833,0.3333,8.44,93,100,10.29,FR,1681518674
558,buchanan,5.8808,-10.0467,26.93,88,100,2.61,LR,1681518674
559,porto novo,6.4965,2.6036,27.83,82,100,3.55,BJ,1681518674
560,makarska,43.2969,17.0178,9.11,74,100,1.06,HR,1681518675
561,champerico,14.3,-91.9167,32.3,64,6,3.57,GT,1681518675
562,warrington,53.3925,-2.5802,6.66,91,0,3.09,GB,1681518675
563,wodonga,-36.1167,146.8833,19.98,100,97,4.48,AU,1681518676
564,winnemucca,40.973,-117.7357,14.03,13,0,5.14,US,1681518676
565,adrar,20.5022,-10.0711,27.67,20,0,3.31,MR,1681518676
566,veraval,20.9,70.3667,24.71,80,0,4.16,IN,1681518676
567,mayo,38.8876,-76.5119,23.45,84,0,3.6,US,1681518677
568,hondo,32.45,130.2,18.2,97,100,5.6,JP,1681518677
569,ximei,24.9639,118.3794,28.06,59,13,2.16,CN,1681518677
570,santa rosa,14.3122,121.1114,29.49,80,10,0.44,PH,1681518677
